丆	⿱一丿
𢥨	⿱⿰⿱夂貝頁心
𢥩	⿱𦆕心
𢥪	⿰忄難
𢥫	⿱韻心
𢥬	⿰忄麗
𢥭	⿰意夏
𢥮	⿱⿰⿱立⺼貢心
𢥯	⿰忄䢉
𢥰	⿱籌心
𢥱	⿰忄𣍘
𢥲	⿱⿰𦎧攵心
𢥳	⿰忄⿰哥哥
𢥴	⿰忄嚴
𢥵	⿰忄䨇
𢥶	⿰忄𪃍
𢥷	⿰息疑
𢥸	⿰忄籃
𢥹	⿱𩕆心
𢥺	⿱⿰音章心
𢥻	⿰忄霸
𢥼	⿰忄竈
𢥽	⿱䵯心
𢥾	⿰忄蠡
𢥿	⿱⿰章員心
𢦀	⿱⿰⿱丅耳⿱夂貢心
𢦁	⿱⿰壹頁心
𢦂	⿰忄蘭
𢦃	⿰忄蠱
𢦄	⿰忄讎
𢦅	⿰忄贛
𢦆	⿱⿰壹欽心
𢦇	⿱⿰忄屬心
𢦈	⿰忄蠻
𢦉	⿱觀心
𢦊	⿳甚⿰甚甚心
𢦋	⿱珀戀
𢦌	⿱一戈
𢦍	⿻弋𰀪
𢦎	⿰九戈
𢦐	⿻⺕？
𢦑	⿻弋彡
𢦒	⿽戈𰀁
𢦓	⿵戊刀
𢦔	⿽戈𬺱
𢦕	⿰戈凢
𢦖	⿰犭戈
𢦗	⿰戈丸
𢦘	⿹戈⿱？一
𢦙	⿹戈幺
𢦚	⿰戈丮
𢦛	⿹𢦏𠂇
𢦜	⿰从戈
𢦝	⿱𠚪戈
𢦞	⿹戈爪
𢦟	⿹戈今
𢦠	⿹戈勿
𢦡	⿵戊干
𢦢	⿳⺌乛戈
𢦣	⿻戈日
𢦤	⿰片戈
𢦥	⿹戈六
𢦦	⿹戈甲
𢦧	⿰矛戈
𢦨	⿹戈用
𢦩	⿵戊午
𢦪	⿰可戈
𢦫	⿰⿻廾⿰丨丨戈
𢦬	⿰冫⿵戊又
𢦭	⿹戈瓦
𢦮	⿰古戈
𢦯	⿰台戈
𢦰	⿹⿽戈一止
𢦱	⿹⿽戈一日
𢦲	⿵戊斤
𢦳	⿰⿱人𫜹戈
𢦴	⿹戈主
𢦵	⿹戈矛
𢦶	⿹戈⿱工八
𢦷	⿹𢦏方
𢦸	⿱吅戈
𢦹	⿵戌水
𢦺	⿰⿱从二戈
𢦻	⿰戈𠃨
𢦼	⿹𢦏爪
𢦽	⿵戊召
𢦾	⿹戈⿱幺土
𢦿	⿰辰戈
𢧀	⿰旱戈
𢧁	⿰步戈
𢧂	⿹？口
𢧃	⿰君戈
𢧄	⿰呈戈
𢧅	⿰余戈
𢧆	⿹戈含
𢧇	⿹𢦏⿱八夊
𢧈	⿰豖戈
𢧉	⿰昔戈
𢧊	⿰㦿戈
𢧋	⿱或日
𢧌	⿹戈⿳口一王
𢧍	⿰⿱上示戈
𢧎	⿰⿱丅耳戈
𢧏	⿰忝戈
𢧐	⿰单戈
𢧑	⿹𢦏⿱口土
𢧒	⿵戊含
𢧓	⿱戊成
𢧔	⿹戈春
𢧕	⿰盾戈
𢧖	⿰丁戛
𢧗	⿰占戔
𢧘	⿰咼戈
𢧙	⿰勇戈
𢧚	⿰年成
𢧛	⿰⿳⺊日女戈
𢧜	⿹𢦏呈
𢧝	⿰⿸⿸⿰丿⿱⺊⺂七㠯戈
𢧞	⿰冫⿵戊舟
𢧟	⿹戈？
𢧠	⿹⿻⿺𠃊日？⺝
𢧡	⿰⿱上示戊
𢧢	⿰𠦝⿱𠆢戈
𢧣	⿰⿱⿳士冖一木戈
𢧤	⿹⿽戈大呈
𢧥	⿰兼戈
𢧦	⿵戊要
𢧧	⿰束戒
𢧨	⿹𢦏春
𢧩	⿱戈鬼
𢧪	⿰唐戈
𢧫	⿰㫫戈
𢧬	⿹𢦒㞱
𢧭	⿹𢦏旾
𢧮	⿱䀠戈
𢧯	⿵戊⿳⿻卄丨一心
𢧰	⿰⿺𠃊軍戈
𢧱	⿰桑戈
𢧲	⿰我些
𢧳	⿰庸戈
𢧴	⿰敖戈
𢧵	⿰雀戈
𢧶	⿰虖戈
𢧷	⿰國戈
𢧸	⿹𢦒旾
𢧹	⿹⿻步？木
𢧺	⿰𥞤戈
𢧻	⿰丁⿳𦣻冖戈
𢧼	⿻𣦅？
𢧽	⿰鹵戈
𢧾	⿰⿱山炅戈
𢧿	⿵戊⿱臣内
𢨀	⿹？圼
𢨁	⿹戈⿱厶韭
𢨂	⿹⿻弋𢆶正
𢨃	⿰莫戈
𢨄	⿰眷戈
𢨅	⿹？呈
𢨆	⿹𢦏⿺𠃊非
𢨇	⿹戈異
𢨈	⿰㫺戈
𢨉	⿰曾戈
𢨊	⿰享或
𢨋	⿱或⿿或
𢨌	⿰矞戈
𢨍	⿲⿱合冈十戈
𢨎	⿹𢦏⿱艸屯
𢨏	⿰⿱世⿻𦉫𠄠𢦍
𢨐	⿰⿱吅䏍戈
𢨑	⿱臧二
𢨒	⿰童戈
𢨓	⿰煞戈
𢨔	⿰僉戈
𢨕	⿰詹戈
𢨖	⿰⿱⿻一⿱⿻口⿰丨丨一伐戈
𢨗	⿰𩡱戈
𢨘	⿰雐戈
𢨙	⿰⿱晋火戈
𢨚	⿹𢦒異
𢨛	⿰⿸𠂆䖒戈
𢨜	⿹戈⿱工䖵
𢨝	⿰蔡戈
𢨞	⿹？異
𢨟	⿰⿱⺊⿴囗各咸
𢨠	⿰篙戈
𢨡	⿰⿱禾䖵戈
𢨢	⿹𢦒⿱艸旾
𢨣	⿹𢦏⿱䖵口
𢨤	⿸戶乚
𢨥	⿱一户
𢨦	⿸户十
𢨧	⿸户二
𢨨	⿸户人
𢨩	⿸户匕
𢨪	⿸户巳
𢨫	⿸户土
𢨬	⿸戶廾
𢨭	⿸戶女
𢨮	⿸户千
𢨯	⿰户户
𢨰	⿸户父
𢨱	⿸户公
𢨲	⿰户方
𢨳	⿱户户
𢨴	⿸户巴
𢨵	⿰户午
𢨶	⿸户立
𢨷	⿸户且
𢨸	⿸户主
𢨹	⿸户㐌
𢨺	⿸户卯
𢨻	⿸戶矢
𢨼	⿸戶业
𢨽	⿸戶乎
𢨾	⿸户⿱㇒犬
𢨿	⿸户丙
𢩀	⿸户⿵丹丶
𢩁	⿸户句
𢩂	⿸户⿹⺄火
𢩃	⿸户幼
𢩄	⿸户汁
𢩅	⿸户合
𢩆	⿸户艮
𢩇	⿸户耳
𢩈	⿸户至
𢩉	⿸户共
𢩊	⿸户光
𢩋	⿸戶吉
𢩌	⿸户肉
𢩍	⿰⿸户厶古
𢩎	⿸戶汨
𢩏	⿸户𦈢
𢩐	⿸户⿱今山
𢩑	⿸户夌
𢩒	⿸户肥
𢩓	⿸户幸
𢩔	⿸户亞
𢩕	⿳户户户
𢩖	⿸户臿
𢩗	⿰𡰥𢨳
𢩘	⿸户盍
𢩙	⿰启启
𢩚	⿰扁司
𢩛	⿸户貢
𢩜	⿸户族
𢩝	⿰启𢨳
𢩞	⿱⿰户辛爪
𢩟	⿰夾扁
𢩠	⿸户睘
𢩡	⿰𢨪⿱六㒵
𢩢	⿸户毚
𢩣	⿰房蓬
𢩤	⿰雇曼
𢩥	⿸龵乙
𢩦	⿹⺄手
𢩧	⿰扌乙
𢩨	⿰扌丂
𢩩	⿰扌乂
𢩪	⿰扌了
𢩫	⿰扌几
𢩬	⿰手刂
𢩭	⿰扌寸
𢩮	⿰扌弋
𢩯	⿰扌孒
𢩰	⿰扌⿵𠘨丨
𢩱	⿰扌才
𢩲	⿰扌⿱⺄十
𢩳	⿰扌山
𢩴	⿰扌孓
𢩵	⿰扌己
𢩶	⿰扌⿹勹丿
𢩷	⿰手乇
𢩸	⿱夂手
𢩹	⿰扌下
𢩺	⿰扌？
𢩻	⿰扌么
𢩼	⿰扌幺
𢩽	⿰扌已
𢩾	⿰扌⿵九丶
𢩿	⿰扌士
𢪀	⿰扌𪟽
𢪁	⿰扌⿱一几
𢪂	⿰扌大
𢪃	⿰扌切
𢪄	⿰扌卆
𢪅	⿰扌⿱𠆢刀
𢪆	⿰扌兮
𢪇	⿰爿手
𢪈	⿰扌冄
𢪉	⿰扌引
𢪊	⿰扌攴
𢪋	⿰扌丰
𢪌	⿰扌公
𢪍	⿰扌尐
𢪎	⿰扌化
𢪏	⿰扌日
𢪐	⿻⿱㇒𰀁从
𢪑	⿰扌旡
𢪒	⿰手手
𢪓	⿱与手
𢪔	⿰扌互
𢪕	⿰扌弖
𢪖	⿰手文
𢪗	⿰扌仆
𢪘	⿱分手
𢪙	⿰⿱㇒⿻二丿⿱一𰀁
𢪚	⿰扌⿱冖儿
𢪛	⿰扌攵
𢪜	⿰扌⿸厂𢎘
𢪝	⿰扌井
𢪞	⿰扌⿱工乙
𢪟	⿰扌𠤏
𢪠	⿰扌中
𢪡	⿰扌⿻⺆十
𢪢	⿰扌⿺儿𡿨
𢪣	⿰扌⿹勹㐅
𢪤	⿰扌匁
𢪥	⿰手勿
𢪦	⿰扌𠨬
𢪧	⿰扌牛
𢪨	⿰扌冗
𢪩	⿰扌𠬛
𢪪	⿰扌丐
𢪫	⿰扌爿
𢪬	⿰扌孔
𢪭	⿰扌壬
𢪮	⿰扌木
𢪯	⿰扌太
𢪰	⿰扌歹
𢪱	⿰扌勿
𢪲	⿰扌𫧇
𢪳	⿰手及
𢪴	⿰扌𢌮
𢪵	⿰扌疋
𢪶	⿰扌号
𢪷	⿰扌目
𢪹	⿰扌𣎵
𢪺	⿰扌⿱㇒犬
𢪻	⿱氶手
𢪼	⿰扌𠬦
𢪽	⿲仌丨手
𢪾	⿰扌罒
𢪿	⿱古手
𢫀	⿱去手
𢫁	⿰扌氹
𢫂	⿰扌⿸⿹屮㇇㇏
𢫃	⿰扌叫
𢫄	⿰扌札
𢫅	⿰扌⿺乇七
𢫆	⿰扌本
𢫇	⿰扌⿱才又
𢫈	⿰扌古
𢫉	⿰扌夯
𢫊	⿰扌对
𢫋	⿰扌凸
𢫌	⿰扌他
𢫍	⿰扌匆
𢫎	⿰扌𮎛
𢫏	⿰扌冚
𢫐	⿰扌𰍩
𢫑	⿰扌外
𢫒	⿰扌氶
𢫓	⿰扌奴
𢫔	⿰扌玄
𢫕	⿰扌永
𢫖	⿰扌朮
𢫗	⿰手白
𢫘	⿰扌卢
𢫙	⿰扌代
𢫚	⿰扌巧
𢫛	⿰扌玉
𢫜	⿰扌𠆳
𢫝	⿰扌冬
𢫞	⿰扌圣
𢫟	⿰扌仕
𢫠	⿰扌弘
𢫡	⿰扌孕
𢫢	⿰扌⿱㇒水
𢫣	⿰扌北
𢫤	⿰扌匈
𢫥	⿰扌囟
𢫦	⿰扌百
𢫧	⿰扌州
𢫨	⿰扌戎
𢫩	⿰扌休
𢫪	⿱𪱙手
𢫫	⿰扌聿
𢫬	⿰扌杀
𢫭	⿰扌肉
𢫮	⿰扌亙
𢫯	⿰扌伏
𢫰	⿱舛手
𢫱	⿰扌行
𢫲	⿰扌㕂
𢫳	⿰扌𠨺
𢫴	⿱次手
𢫵	⿰扌早
𢫶	⿱𢪒丅
𢫷	⿰扌𠂬
𢫸	⿰扌吴
𢫹	⿰扌⿱从又
𢫺	⿰扌⿱又爪
𢫻	⿰扌丢
𢫼	⿰扌虫
𢫽	⿰扌⿸𠂆尹
𢫾	⿰扌𣅀
𢫿	⿰扌𠫤
𢬀	⿰扌扛
𢬁	⿰扌兊
𢬂	⿰扌庄
𢬃	⿰扌印
𢬄	⿰扌冰
𢬅	⿰扌尖
𢬆	⿰扌⿱⺈丑
𢬇	⿰扌守
𢬈	⿰扌关
𢬉	⿰扌𢨩
𢬊	⿰扌米
𢬋	⿰扌⿱丸土
𢬌	⿰扌⿱一犮
𢬍	⿰扌厌
𢬎	⿰扌亘
𢬏	⿰扌叒
𢬐	⿰扌旭
𢬑	⿰扌曲
𢬒	⿰扌㫐
𢬓	⿰扌舛
𢬔	⿰扌血
𢬕	⿰扌⿱从二
𢬖	⿰扌企
𢬗	⿰扌耒
𢬘	⿰扌色
𢬙	⿱羽手
𢬚	⿰⿱㇒⿻二丿吊
𢬛	⿲手人手
𢬜	⿰扌⿱𠂉⿻𱍸㇒
𢬝	⿰扌⿱入圡
𢬞	⿰扌𢑑
𢬟	⿰扌⿱龴丑
𢬠	⿰扌⿱丶氶
𢬡	⿰扌糸
𢬢	⿰扌吊
𢬣	⿰⿱㇒⿻二丿西
𢬤	⿰扌匡
𢬥	⿰扌江
𢬦	⿰扌礼
𢬧	⿰扌年
𢬨	⿰扌汝
𢬩	⿰扌伐
𢬪	⿰扌⿱丶平
𢬫	⿰承丁
𢬬	⿱承㔾
𢬭	⿰扌対
𢬮	⿰扌戌
𢬯	⿰扌巵
𢬰	⿰扌⿱少女
𢬱	⿰扌劫
𢬲	⿰扌何
𢬳	⿰扌秃
𢬴	⿰扌𦔮
𢬵	⿰扌弃
𢬶	⿰扌𠬶
𢬷	⿰扌⿱内口
𢬸	⿰扌𠯑
𢬹	⿰扌𡉵
𢬺	⿰扌狇
𢬻	⿰扌𡆴
𢬼	⿰扌囤
𢬽	⿰扌𤰞
𢬾	⿰扌希
𢬿	⿰扌戒
𢭀	⿰扌𭻾
𢭁	⿰扌系
𢭂	⿰扌牢
𢭃	⿰扌豆
𢭄	⿰扌忌
𢭅	⿰扌㶣
𢭇	⿰扌囱
𢭈	⿰扌⿳𫜹一山
𢭉	⿰扌𦈢
𢭊	⿰扌⿱爫工
𢭋	⿱刧手
𢭌	⿰扌⿱夂止
𢭍	⿰扌⿱山帀
𢭎	⿰扌夅
𢭑	⿰托尺
𢭒	⿰扌⿱义木
𢭓	⿰扌⿱巛⺝
𢭔	⿰扌𥤥
𢭕	⿰扌究
𢭖	⿰扌⿸戶乞
𢭗	⿰扌良
𢭘	⿰扌𠩈
𢭙	⿰扌却
𢭚	⿰扌𥁀
𢭛	⿰扌⿱大丹
𢭜	⿰扌⿱士冗
𢭝	⿰扌忍
𢭞	⿰扌岑
𢭟	⿰扌助
𢭠	⿰扌𠤕
𢭡	⿰扌⿳㇒一甲
𢭢	⿰扌作
𢭣	⿰扌⿻⿱㇒丨⿴囗丷
𢭤	⿱𢀜手
𢭥	⿰手⿵𠘨⿱㇒⿻三亅
𢭦	⿰扌孝
𢭧	⿰扌㒴
𢭨	⿰扌𤬦
𢭩	⿰扌床
𢭪	⿰扌克
𢭫	⿰扌阮
𢭬	⿰扌伴
𢭭	⿰扌灶
𢭮	⿰扌改
𢭯	⿰扌決
𢭰	⿰扌杜
𢭱	⿰扌但
𢭲	⿰扌貝
𢭳	⿰扌酉
𢭴	⿰扌快
𢭵	⿰扌努
𢭶	⿰手尾
𢭷	⿰扌坟
𢭸	⿰扌序
𢭹	⿰扌吝
𢭺	⿰扌豸
𢭻	⿰扌吹
𢭼	⿰扌妙
𢭽	⿰扌沈
𢭾	⿰扌芃
𢭿	⿰扌沛
𢮀	⿰扌初
𢮁	⿰扌於
𢮂	⿰扌弦
𢮃	⿱𥝢手
𢮄	⿰扌㦿
𢮅	⿰扌𢌿
𢮆	⿰扌⿱田⿰㇒十
𢮇	⿰扌⿱士母
𢮈	⿰扌忿
𢮉	⿰扌𠩓
𢮊	⿰扌軋
𢮋	⿰扌承
𢮌	⿰扌劼
𢮍	⿰扌穹
𢮎	⿰扌虎
𢮏	⿰手咅
𢮐	⿰扌尚
𢮑	⿰扌录
𢮒	⿰扌阜
𢮓	⿰扌制
𢮔	⿰扌㫄
𢮕	⿰扌𣏋
𢮖	⿰扌囷
𢮗	⿱肞手
𢮘	⿱宛手
𢮙	⿰扌劵
𢮚	⿰扌昊
𢮛	⿰扌？
𢮜	⿱其手
𢮝	⿱取手
𢮞	⿰扌⿱叉爪
𢮟	⿳⿱𫝀巛冖手
𢮠	⿱⿰与与手
𢮡	⿰扌𦍐
𢮢	⿰扌⿱丑丑
𢮣	⿱爫𥩝
𢮤	⿰扌𱬷
𢮥	⿰扌𠫭
𢮧	⿰扌畀
𢮨	⿰扌叀
𢮩	⿰扌孤
𢮪	⿰扌⿱丷共
𢮫	⿰扌弩
𢮬	⿰扌𡭧
𢮭	⿰扌具
𢮮	⿲扌𭺫𫜹
𢮯	⿰扌⿱亠衣
𢮰	⿰扌刻
𢮱	⿰扌宗
𢮲	⿰扌⿱𦍌几
𢮳	⿰扌雨
𢮴	⿰扌⿱⿻丅⿻冖⿰丨丨九
𢮵	⿰扌昌
𢮶	⿰扌㞺
𢮷	⿰扌芳
𢮸	⿰扌奌
𢮹	⿰扌岸
𢮺	⿰扌⿱口𠕶
𢮻	⿰扌芩
𢮼	⿰扌邱
𢮽	⿲扌𠔾攴
𢮾	⿰扌⿱𠂉⿸𠃜匕
𢮿	⿰扌乖
𢯀	⿰扌⿻乇北
𢯁	⿰扌𤆬
𢯂	⿰扌兔
𢯃	⿰扌⿰丢卩
𢯄	⿱⿰戶攵手
𢯅	⿰扌坴
𢯆	⿰扌戔
𢯇	⿰扌𦙃
𢯈	⿰扌⿱山母
𢯉	⿰扌𤓻
𢯊	⿰扌的
𢯋	⿰扌斧
𢯌	⿰扌𢪘
𢯍	⿰扌刷
𢯎	⿰扌肴
𢯏	⿰扌彼
𢯐	⿰扌姑
𢯑	⿰扌怪
𢯒	⿰扌芣
𢯓	⿰扌芭
𢯔	⿰扌刮
𢯕	⿰扌宜
𢯖	⿰扌怯
𢯗	⿰扌季
𢯘	⿰扌花
𢯙	⿰扌知
𢯚	⿰扌乳
𢯛	⿰扌泣
𢯜	⿰扌𫃚
𢯝	⿰扌泮
𢯞	⿰扌武
𢯟	⿰扌坦
𢯠	⿰扌波
𢯡	⿰扌育
𢯢	⿰扌所
𢯣	⿱手沝
𢯤	⿰扌昂
𢯥	⿰扌芫
𢯦	⿰扌來
𢯧	⿰扌𢼂
𢯨	⿰扌芾
𢯩	⿰扌則
𢯪	⿰扌㡿
𢯫	⿰扌段
𢯬	⿰扌㪅
𢯭	⿰扌帣
𢯮	⿰扌胃
𢯯	⿰扌𧆞
𢯰	⿰扌律
𢯱	⿰扌叜
𢯲	⿱𥄗手
𢯳	⿰扌𤓿
𢯴	⿰扌㝔
𢯵	⿰扌䀗
𢯶	⿰扌室
𢯷	⿰扌韋
𢯸	⿰扌癹
𢯹	⿰扌革
𢯺	⿰扌禹
𢯻	⿰扌兗
𢯼	⿰扌衍
𢯽	⿰扌苴
𢯾	⿰扌冒
𢯿	⿰扌苞
𢰀	⿰扌苶
𢰁	⿰扌𨊢
𢰂	⿰扌⿱斤示
𢰃	⿰扌穾
𢰄	⿰扌𠣞
𢰅	⿰扌㢲
𢰆	⿰扌苻
𢰇	⿰扌俟
𢰈	⿰扌𠰞
𢰉	⿰扌䆓
𢰊	⿰扌⿱吅寸
𢰋	⿰扌⿴囗而
𢰌	⿰扌⿱罒心
𢰍	⿰扌⿳亠口火
𢰎	⿰扌⿱⿻卄丨⿱一井
𢰏	⿰扌𡥞
𢰐	⿰扌⿳日八寸
𢰑	⿰扌⿰亻⿱𠘧疋
𢰒	⿰扌𦚉
𢰓	⿰扌郍
𢰔	⿰扌𠚏
𢰕	⿰扌㢴
𢰖	⿰扌⿱⿵𠆢一臼
𢰗	⿰扌郅
𢰘	⿰扌⿳㇒囚廾
𢰙	⿰挃寸
𢰚	⿰扌⿱𰀄而
𢰛	⿰扌⿳㇒出尢
𢰜	⿰扌⿳亠𡭔𧘇
𢰞	⿱敃手
𢰟	⿰扌𢍆
𢰠	⿰扌幽
𢰡	⿰扌侯
𢰢	⿰扌首
𢰣	⿱炢手
𢰥	⿰扌苔
𢰦	⿰扌春
𢰧	⿰扌斿
𢰨	⿱恆手
𢰩	⿰扌兹
𢰪	⿰扌⿱龹口
𢰫	⿰扌⿱工兆
𢰬	⿰扌𮥴
𢰭	⿰扌勇
𢰮	⿰扌胡
𢰯	⿰扌栆
𢰰	⿰扌⿱癶⿻三丨
𢰱	⿰扌⿱癶手
𢰲	⿰扌眉
𢰳	⿰扌要
𢰴	⿰扌故
𢰵	⿰扌䖉
𢰶	⿰扌英
𢰷	⿰扌点
𢰸	⿰扌咼
𢰹	⿰扌約
𢰺	⿰扌⿳⺈且八
𢰻	⿰扌𦥚
𢰼	⿰扌⿳⺈大犬
𢰽	⿰扌急
𢰾	⿰扌怠
𢰿	⿲⿱㇒⿻二丿目手
𢱀	⿱秌手
𢱁	⿰扌苜
𢱂	⿰扌⿱𡗜⿱㇒𰀁
𢱃	⿰扌科
𢱄	⿰扌⿳爫𭅲又
𢱅	⿰扌⿻庚𠃊
𢱆	⿰扌咨
𢱇	⿰扌𥤹
𢱈	⿰扌叚
𢱉	⿰扌歪
𢱊	⿰扌亰
𢱋	⿰扌度
𢱌	⿰扌架
𢱍	⿰扌勉
𢱎	⿰扌拜
𢱏	⿰扌訂
𢱐	⿰扌姚
𢱑	⿰扌𮃹
𢱒	⿰扌美
𢱓	⿰扌洗
𢱔	⿰扌盆
𢱕	⿰扌耷
𢱖	⿰扌某
𢱗	⿰扌苦
𢱘	⿰扌彦
𢱙	⿰扌孩
𢱚	⿰扌風
𢱛	⿰扌洒
𢱜	⿰扌待
𢱝	⿰扌茁
𢱞	⿰手茁
𢱟	⿰扌蚩
𢱠	⿰扌⿻木吕
𢱡	⿰扌𧴪
𢱢	⿰扌索
𢱣	⿰扌脊
𢱤	⿰扌送
𢱥	⿰扌⿱帚又
𢱦	⿰扌剔
𢱧	⿰扌𣬉
𢱨	⿰扌紊
𢱩	⿰扌畟
𢱪	⿰扌𠳮
𢱫	⿰扌罡
𢱬	⿰幸⿹勹手
𢱭	⿰扌𠦪
𢱮	⿰扌𥁑
𢱯	⿱⿰臣⿱𠂉⺀手
𢱰	⿰扌𢍍
𢱱	⿰扌𡨈
𢱲	⿰扌⿱𦥑廾
𢱳	⿰扌𠣦
𢱴	⿰扌⿳十龷木
𢱵	⿱⿲歹⿱上一又手
𢱶	⿰扌𬔰
𢱷	⿰扌埐
𢱸	⿰扌退
𢱹	⿰扌𧲣
𢱺	⿰扌⿱皮皮
𢱻	⿰扌⿱甶友
𢱼	⿰扌⿱覀升
𢱽	⿰扌㤪
𢱾	⿰扌䙳
𢱿	⿰扌⿱甫乆
𢲀	⿰扌𭜨
𢲁	⿰扌𥥟
𢲂	⿰扌朕
𢲃	⿰扌哲
𢲄	⿰扌𢃄
𢲅	⿰扌𡘤
𢲆	⿰扌敇
𢲇	⿰扌⿱癶禾
𢲈	⿰扌屐
𢲉	⿰扌𥙊
𢲊	⿰扌荔
𢲋	⿰扌晏
𢲌	⿰扌射
𢲍	⿰扌⿱⿱⺈⿵冂八月
𢲎	⿰扌𦨚
𢲏	⿰扌㸔
𢲐	⿰扌師
𢲑	⿰扌笑
𢲒	⿰手扇
𢲓	⿱𡘩手
𢲔	⿰扌班
𢲕	⿰扌𤼩
𢲖	⿰扌𡋲
𢲗	⿰扌𦊎
𢲘	⿰扌𥥍
𢲙	⿰扌扆
𢲚	⿰扌⿰司台
𢲛	⿰扌徒
𢲜	⿰扌隼
𢲝	⿱純手
𢲞	⿰扌挈
𢲟	⿰扌宰
𢲠	⿰扌耽
𢲡	⿰扌拿
𢲢	⿰扌除
𢲣	⿰扌竜
𢲤	⿰手高
𢲥	⿰扌針
𢲦	⿰扌聀
𢲧	⿰扌荄
𢲨	⿰扌海
𢲩	⿰扌級
𢲪	⿰扌埋
𢲫	⿰扌馬
𢲬	⿰扌殊
𢲭	⿰扌配
𢲮	⿰扌耻
𢲯	⿰扌浹
𢲰	⿰扌𦚧
𢲱	⿰手冓
𢲲	⿰扌郎
𢲳	⿰扌赦
𢲴	⿱尉手
𢲵	⿰扌曹
𢲶	⿰扌笡
𢲷	⿰扌窔
𢲸	⿰扌鹵
𢲹	⿰扌笞
𢲺	⿰扌䇣
𢲻	⿰扌㝡
𢲼	⿰扌窒
𢲽	⿰扌𰲝
𢲾	⿰扌閉
𢲿	⿱𥬑手
𢳀	⿰扌麻
𢳁	⿸广𩇮
𢳂	⿰扌畢
𢳃	⿰扌焉
𢳄	⿰扌旋
𢳅	⿸广掣
𢳆	⿰扌敖
𢳇	⿰扌族
𢳈	⿱族手
𢳉	⿱絇手
𢳊	⿰扌埶
𢳋	⿰扌庳
𢳌	⿰扌⿳卝土永
𢳍	⿰扌⿱䙲巳
𢳎	⿰扌⿱𠦄夲
𢳏	⿰扌紬
𢳐	⿰扌剬
𢳑	⿰扌莨
𢳒	⿰扌⿵戊⿱大女
𢳓	⿰扌𰩶
𢳔	⿱宿手
𢳕	⿰扌⿳山⿱八𠆢⺝
𢳖	⿰扌𢛢
𢳗	⿰扌⿳一⿰夕夂木
𢳘	⿰扌這
𢳙	⿰扌窕
𢳚	⿰扌梟
𢳛	⿰扌⿸虍旦
𢳜	⿰扌徙
𢳝	⿰扌勒
𢳞	⿰扌聃
𢳟	⿰扌通
𢳠	⿰扌莽
𢳡	⿰扌㝠
𢳢	⿰扌⿱⿲丨丨匕見
𢳣	⿰扌商
𢳤	⿰扌𥥴
𢳥	⿰扌造
𢳦	⿰扌⿱⿱宀儿𠂢
𢳧	⿰扌康
𢳨	⿰扌𧉾
𢳩	⿰扌⿱耂亜
𢳪	⿰扌速
𢳫	⿰扌張
𢳬	⿰扌雪
𢳭	⿰扌⿱𠦄石
𢳮	⿲扌束斤
𢳯	⿰扌敕
𢳰	⿰扌𤼭
𢳱	⿰扌蛋
𢳲	⿰扌⿸尸波
𢳳	⿰扌崙
𢳴	⿰扌𢧁
𢳵	⿰扌⿸虍𤴓
𢳶	⿰扌魚
𢳷	⿰扌⿱⿱⺈⿵冂人皿
𢳸	⿰扌⿱爫𦈢
𢳹	⿰扌⿸戶甫
𢳺	⿰扌敏
𢳻	⿰扌⿳爫冖⿻友丶
𢳼	⿰扌⿱必交
𢳽	⿰扌⿱利双
𢳾	⿰扌動
𢳿	⿰扌𢈻
𢴀	⿰扌㝛
𢴁	⿰扌𦰩
𢴂	⿰扌匾
𢴃	⿰扌𠁅
𢴄	⿰扌⿱罒羽
𢴅	⿰扌毫
𢴆	⿰扌清
𢴇	⿰扌執
𢴈	⿰扌笪
𢴉	⿰扌荼
𢴊	⿰扌逐
𢴋	⿰扌終
𢴌	⿰扌問
𢴍	⿰扌寅
𢴎	⿰扌脱
𢴏	⿰扌淫
𢴐	⿰扌移
𢴑	⿰扌悉
𢴒	⿰扌烹
𢴓	⿰扌覔
𢴔	⿰扌販
𢴕	⿰扌寕
𢴖	⿰扌啓
𢴗	⿰扌淡
𢴘	⿰扌猜
𢴙	⿰扌唻
𢴚	⿰扌匿
𢴛	⿱折技
𢴜	⿰扌𱏧
𢴝	⿰手𦰟
𢴞	⿰手⿱罒⿲人⿱㇒丨人
𢴟	⿰扌陳
𢴠	⿰扌戠
𢴡	⿰扌掔
𢴢	⿰扌賁
𢴣	⿰扌曾
𢴤	⿰扌棠
𢴥	⿰扌惠
𢴦	⿰扌項
𢴧	⿰扌貳
𢴨	⿰扌啻
𢴩	⿰扌筆
𢴪	⿰扌款
𢴫	⿰扌⿳巛𠔿𠂡
𢴬	⿰扌斑
𢴭	⿱絶手
𢴮	⿰扌虚
𢴯	⿰扌⿳艹⿱土䒑口
𢴰	⿰扌幾
𢴱	⿰扌絫
𢴲	⿰扌絜
𢴳	⿱湯手
𢴴	⿰扌⿱⿰歺刂衣
𢴵	⿰扌焱
𢴶	⿰扌⿳亠？𧘇
𢴷	⿱𡙕手
𢴸	⿱𡎐手
𢴹	⿰扌𡍮
𢴺	⿱厥手
𢴻	⿰扌㪔
𢴼	⿰扌⿱臽夊
𢴽	⿰手堯
𢴾	⿰扌悲
𢴿	⿰扌朝
𢵀	⿰扌筍
𢵁	⿰抈匊
𢵂	⿰扌⿱𠆢⿺廴⿳⺊𫜹⺊
𢵃	⿰扌⿱昍心
